"@MichaelLovegro1 @Anna_Soubry @BorisJohnson You didn’t answer my question."
"RT @BBCRichardMoss: NEW  Prime Minister @BorisJohnson tells me legislation to introduce freeports offering tax-break zones for businesses i…"
"@Mr_Sal_ @Miserable_Bob @guypuggers123 @MacsgirlPam @BorisJohnson Another one crawled back to their safe-space. https://t.co/LPrGO20bPq"
"RT @Tricky_1: @BorisJohnson #SpoiltBrat https://t.co/yayXTqICYb"
"RT @HCsick: @loanchargeAPPG @HMRCgovuk @DavidDavisMP @MPIainDS @RuthCadbury @BaronessKramer @NicDakinMP @PeterBoneUK @AdrianBaileyMP @Preet…"
"RT @RonnieTemplar: So Cherry can make jokes about Jo Cox and get away with it, but then she is not Boris Johnson!! @JuliaHB1 @piersmorgan @…"
"RT @sazmeister88: @BorisJohnson absolutely; any Brexit will drag on for years or decades more! let's #GetBrexitDone and dusted by having a…"
"RT @BorisJohnson: Today we are announcing £200m for new state-of-the-art equipment that will give staff the tools they need to boost cancer…"
"RT @joannaccherry: A wee reminder from ⁦@FullFact⁩, the UK’s Independent fact checking service that when ⁦@BorisJohnson⁩ talks about Scotla…"
"RT @RoseHut79060887: @EdPomfret @paulasherriff @BorisJohnson The Labour Party just want some attention. They will and say anything to get a…"
"@jeremycorbyn Some people don't like @jeremycorbyn (for reasons I don't fully understand) but at least he can act like a human being instead of a total piece of s**t like @BorisJohnson"
"@BorisJohnson "The best way to honour the memory of a Labour MP is to push through a controversial right-wing Tory party agenda"

See the problem?"
"RT @Conservatives: 🔵 @BorisJohnson and the Conservatives will fulfil the promise parliament made to the people, and get Brexit done.

🇬🇧 Be…"
"RT @ProudGranny24: @BorisJohnson Taxpayer’s money used on your “technology lessons”? #JohnsonMustGo https://t.co/NNDpDx2J1v"
"RT @Grouse_Beater: @paulpat1888 @GlennBBC @BorisJohnson He was quite correct. We've been colonised too long to convince every unionist to t…"
"RT @sgrmuk: This is what Corbyn, Blackford and Sturgeon are planning, it will be a delay, a 2nd Referendum or no Brexit atall, they won't e…"
"RT @SteveW_Leave_EU: Bercow is responsible for a large part of the chaos at Westminster.
He has ignored convention when it has suited his b…"
"@Conservatives @BorisJohnson What's the point in leaving? People voting is one thing, but what's the actual point?"
"RT @GirloftheN: What would he know, right, @BorisJohnson? He’s only an expert on public order.

#stopbrexit
#humbug https://t.co/2ip5biIQ24"
"@ProudGranny24 @nicktweet @BorisJohnson https://t.co/fCA5yUPP33"
"RT @HCsick: @loanchargeAPPG @HMRCgovuk @DavidDavisMP @MPIainDS @RuthCadbury @BaronessKramer @NicDakinMP @PeterBoneUK @AdrianBaileyMP @Preet…"
"RT @BorisJohnson: It’s time to get Brexit done and get on with delivering on Britain’s priorities: safer streets, better hospitals and impr…"
"RT @davidebrady: @EdPomfret @paulasherriff @BorisJohnson https://t.co/hiBphJR71D"
"RT @DetentionAction: Our urgent response to government rejection of legal protections for people in detention. Sign the open letter to @Bor…"
"RT @parkertron: @BorisJohnson It's time to #getbrexitdone by stopping it completely and doing something useful with our lives instead."
"@Vici1609 @EdPomfret @paulasherriff @BorisJohnson Ms Sherriff,It was you that brought up Jo Cox' name- One wonders if it was for political gain. In typical bully boy culture you are trying to turn the tables against the PM. You vehemently dislike Boris &amp; it shows, but please lets tell the truth when interviewed by Sky afterwards"
"RT @peter25674: Hi @jeremycorbyn I’m going to pin a thread under this tweet of how your MPs have acted while complaining about the use of w…"
"RT @SocialM85897394: WATCH THIS CLIP

Tell me what on earth BBC Newsnight were thinking in asking this man, Paul Mason, to pass judgement o…"
"RT @DanCardenMP: FACT: it is NOT POSSIBLE for a General Election to take place before 31st October.

The Prime Minister knows this but cont…"
"@Raynerc113 @DavidAl37833007 @eva_angel9 @purrfect1509 @BorisJohnson @SteveBakerHW @LBC @benhabib6 I was taking issue with someone who appeared to have a problem understanding constitutional matters and a bot taking issues with my figures. I'm very sorry I was not paying your tweet enough attention. I'll go away now lovely ex lawyer."
"@GlennCoutts @Grouse_Beater @johnmckee67 @IanBlackfordMP @susannecc @BorisJohnson Thank you Sir. {Bows gracefully}"
"@Grouse_Beater @IanBlackfordMP @susannecc @BorisJohnson Of course https://t.co/zR0RDE42o3"
"@SbeattyStephen @pietercleppe @Telegraph @BorisJohnson @MichelBarnier I dont give a fig about the EU.
I'd prefer #NoDeal.
If the EU want a deal they've got until the 31st October.
Then we are gone!
Tic-Tok!"
"RT @annh_me: Just sharing a photo of Boris to show my support to him for trying to lead us out of the EU. 
Go @BorisJohnson and thanks for…"
"RT @PaulBurd: @JackCade1381 @RogerV52 @UKLabour @Jacob_Rees_Mogg @BorisJohnson This is what Labour has become, there are very few Labour MP…"
"@AprilLirpa5 @BorisJohnson WARNING THIS IS A DOMINIC CUMMING TWEET BOT. CHECK WHEN IT STARTED. ITS BEEN REPORTED. #Remainers #bots #ConservativeParty"
"@ClareLaw23books @BorisJohnson Please elaborate."
"@mickyjay @StandUp4Brexit @AndrewRosindell @BorisJohnson Thanks for clearing that up.. Shame it's utter rubbish..."
"RT @TheSilveryFox: Please retweet this and keep retweeting 👍.  #Brexit @BorisJohnson @Nigel_Farage #BritishIndependance #SurrenderAct https…"
"RT @BrexiteerTruth: Boris - and the electorate - is being abused by the Remain Establishment. We need to show @BorisJohnson that we support…"
"RT @JenFullick: Another useless @UKLabour MP @jessphillips . Paid her husband  a salary of £50000pa out of taxpayer money . Tries to stir h…"
"@KayBurley @jessphillips @BorisJohnson "I wouldn't even"... call her that!
Voice cracks when she's emotional - she smirks when calling out false patriarchy narrative - hates anyone that has education, as it's unfair that she doesn't understand all the rules of the game.  Blaming everyone for her lack of understanding."
"@RonnieTemplar @JuliaHB1 @piersmorgan @BorisJohnson @theSNP @Conservatives @UKLabour @LibDems This woman is an embarrassment, and should be sacked.  Out for herself, and look what I have done to the 17.4 through the SC.  Mentality probably intelligent but, thick."
"RT @nigelgbrook: So #RachelJohnson confirms the reason for the 🤡 @BorisJohnson’s  altright neofascist coup it’s to deliver #brexit the proj…"
"What’s more dangerous than a demagogue inciting others to do his vile bidding ... from lying to the head of state to lying to the people of a nation !!! @BorisJohnson with his racist rhetoric, corrupt behaviour as mayor of London will pass too - #karma is a fine thing in the end! https://t.co/K0wBqt3z85"
"@jsquinn3 @BorisJohnson Lefties are stupid. They must be, or they wouldn't support a political construct which has always ruined the economy and increased unemployment."
"@DanCardenMP @BorisJohnson If rage PM wants a general election now he could see the Queen and resign  . But he won’t cos he is the coward!"
"@BorisJohnson Let’s get YOU done! For lying to the Queen and the British people. And the other things being unearthed as I write..."
"RT @BorisJohnson: We need to get Brexit done so we can move this country forward &amp; focus on our priorities - the NHS, policing &amp; schools. h…"
"@Andrew_Adonis @StephenMossGdn But like @BorisJohnson he will ask questions rather than answer any of them."
"@stevebrookstein @BorisJohnson https://t.co/26OPRlAX33"
"RT @BorisJohnson: It’s time to get Brexit done and get on with delivering on Britain’s priorities: safer streets, better hospitals and impr…"
"@aljan06 @BorisJohnson @realDonaldTrump @BBCBreaking @SkyNewsBreak It is necessary to get rid of illusions. 1 Journalists do not exist. There are hired writers. Since the bulk of the money is concentrated in the hands of criminals, false journalists will protect them. 2 Law does not exist, since lawyers are hired .... https://t.co/64ExK3M6nw"
"@philipjdoyle @BorisJohnson Not at all I don't think for one minute the police think Boris is far right or Nigel Farage or any other establishment, only far left believe it to be true."
"RT @BorisJohnson: It’s time to get Brexit done and get on with delivering on Britain’s priorities: safer streets, better hospitals and impr…"
"@1_of_99 @scottavfc9 @BorisJohnson Because it makes people that have been groomed by tax dodging scum feel nice inside"
